"","otu","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"884","OTU884","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","unclassified"
"885","OTU885","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"886","OTU886","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","oris"
"887","OTU887","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis","unclassified"
"888","OTU888","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"889","OTU889","Bacteria","Cyanobacteria","Chloroplast","Vaccinium_macrocarpon","unclassified","unclassified","unclassified"
"890","OTU890","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Dysgonomonas","unclassified"
"891","OTU891","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","coleohominis"
"892","OTU892","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"893","OTU893","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","unclassified","unclassified"
"894","OTU894","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Tropheryma","whipplei"
"895","OTU895","Bacteria","Proteobacteria","Betaproteobacteria","Hydrogenophilales","Hydrogenophilaceae","Hydrogenophilus","unclassified"
"896","OTU896","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","unclassified","unclassified"
"897","OTU897","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium","unclassified"
"898","OTU898","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","unclassified","unclassified"
"899","OTU899","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","breve"
"900","OTU900","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","alimentarius"
"901","OTU901","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"902","OTU902","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"903","OTU903","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","unclassified"
"904","OTU904","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","parauberis"
"905","OTU905","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Sanguibacteraceae","Sanguibacter","unclassified"
"906","OTU906","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","neonatale"
"907","OTU907","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","unclassified"
"908","OTU908","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"909","OTU909","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified","unclassified","unclassified"
"910","OTU910","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"911","OTU911","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","unclassified"
"912","OTU912","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","unclassified"
"913","OTU913","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"914","OTU914","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae","Victivallis","unclassified"
"915","OTU915","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"916","OTU916","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","unclassified"
"917","OTU917","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","unclassified","unclassified"
"918","OTU918","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","algidus"
"919","OTU919","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","unclassified","unclassified"
"920","OTU920","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia","unclassified"
"921","OTU921","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","unclassified"
"922","OTU922","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"923","OTU923","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Sutterella","unclassified"
"924","OTU924","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"925","OTU925","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"926","OTU926","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Fretibacterium","unclassified"
"927","OTU927","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium","unclassified"
"928","OTU928","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"929","OTU929","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"930","OTU930","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"931","OTU931","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter","unclassified"
"932","OTU932","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"933","OTU933","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","unclassified","unclassified"
"934","OTU934","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Johnsonella","unclassified"
"935","OTU935","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","unclassified"
"936","OTU936","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium","unclassified"
"937","OTU937","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"938","OTU938","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","unclassified"
"939","OTU939","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"940","OTU940","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","unclassified"
"941","OTU941","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","unclassified"
"942","OTU942","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","unclassified","unclassified"
"943","OTU943","Bacteria","Actinobacteria","Actinobacteria","unclassified","unclassified","unclassified","unclassified"
"944","OTU944","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptoclostridium","unclassified"
"945","OTU945","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"946","OTU946","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","unclassified"
"947","OTU947","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Mobiluncus","unclassified"
"948","OTU948","Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae","Cardiobacterium","unclassified"
"949","OTU949","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","unclassified"
"950","OTU950","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Allobaculum","unclassified"
"951","OTU951","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","nonliquefaciens"
"952","OTU952","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"953","OTU953","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","unclassified"
"954","OTU954","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"955","OTU955","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","unclassified"
"956","OTU956","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","unclassified"
"957","OTU957","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","unclassified"
"958","OTU958","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Phyllobacterium","unclassified"
"959","OTU959","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","unclassified"
"960","OTU960","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"961","OTU961","Bacteria","Cyanobacteria","Chloroplast","unclassified","unclassified","unclassified","unclassified"
"962","OTU962","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","unclassified","unclassified"
"963","OTU963","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","unclassified"
"964","OTU964","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Eubacterium","coprostanoligenes"
"965","OTU965","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Arcticibacter","unclassified"
"966","OTU966","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","unclassified"
"967","OTU967","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bosea","unclassified"
"968","OTU968","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"969","OTU969","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","unclassified","unclassified"
"970","OTU970","Bacteria","Actinobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"971","OTU971","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"972","OTU972","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium","unclassified"
"973","OTU973","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","unclassified","unclassified"
"974","OTU974","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"975","OTU975","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"976","OTU976","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"977","OTU977","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium","unclassified"
"978","OTU978","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium","unclassified"
"979","OTU979","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","breve"
"980","OTU980","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Croceibacter","unclassified"
"981","OTU981","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"982","OTU982","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","Anaerococcus","unclassified"
"983","OTU983","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Fastidiosipila","unclassified"
"984","OTU984","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","unclassified"
"985","OTU985","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Musa","unclassified"
"986","OTU986","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"987","OTU987","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"988","OTU988","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","unclassified"
"989","OTU989","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Proteiniphilum","acetatigenes"
"990","OTU990","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","unclassified"
"991","OTU991","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"992","OTU992","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","unclassified"
"993","OTU993","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"994","OTU994","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"995","OTU995","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","unclassified","unclassified"
"996","OTU996","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"997","OTU997","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","unclassified","unclassified"
"998","OTU998","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Sulfurospirillum","unclassified"
"999","OTU999","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"1000","OTU1000","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia","unclassified"
"1001","OTU1001","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","unclassified"
"1002","OTU1002","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","unclassified","unclassified"
"1003","OTU1003","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified"
"1004","OTU1004","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified","unclassified"
"1005","OTU1005","Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"1006","OTU1006","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","unclassified"
"1007","OTU1007","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium","unclassified"
"1008","OTU1008","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Catonella","unclassified"
"1009","OTU1009","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","unclassified","unclassified"
"1010","OTU1010","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","unclassified","unclassified","unclassified"
"1011","OTU1011","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerosphaera","taetra"
"1012","OTU1012","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium","unclassified"
"1013","OTU1013","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Eubacterium","hallii"
"1014","OTU1014","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","unclassified"
"1015","OTU1015","Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified","Ezakiella","peruensis"
"1016","OTU1016","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","sputigena"
"1017","OTU1017","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Atopobium","unclassified"
"1018","OTU1018","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Alloscardovia","unclassified"
"1019","OTU1019","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","unclassified"
